Date,Buy_cash,Buy_spot,Sell_cash,Sell_spot
2025/01/02 00:00:00,4.3920,4.4640,4.5540,4.5140
2025/01/03 00:00:00,4.3820,4.4540,4.5440,4.5040
2025/01/06 00:00:00,4.3710,4.4430,4.5330,4.4930
2025/01/07 00:00:00,4.3640,4.4360,4.5260,4.4860
2025/01/08 00:00:00,4.3780,4.4500,4.5400,4.5000
2025/01/09 00:00:00,4.3820,4.4540,4.5440,4.5040
2025/01/10 00:00:00,4.3860,4.4580,4.5480,4.5080
2025/01/13 00:00:00,4.4070,4.4790,4.5690,4.5290
2025/01/14 00:00:00,4.3890,4.4610,4.5510,4.5110
2025/01/15 00:00:00,4.4040,4.4760,4.5660,4.5260
2025/01/16 00:00:00,4.3840,4.4560,4.5460,4.5060
2025/01/17 00:00:00,4.3860,4.4580,4.5480,4.5080
2025/01/20 00:00:00,4.3800,4.4520,4.5420,4.5020
2025/01/21 00:00:00,4.4040,4.4760,4.5660,4.5260
2025/01/22 00:00:00,4.4010,4.4730,4.5630,4.5230
2025/01/23 00:00:00,4.3970,4.4690,4.5590,4.5190
2025/01/24 00:00:00,4.4090,4.4810,4.5710,4.5310
2025/02/03 00:00:00,4.3900,4.4620,4.5520,4.5120
2025/02/04 00:00:00,4.4150,4.4870,4.5770,4.5370
2025/02/05 00:00:00,4.4170,4.4890,4.5790,4.5390
2025/02/06 00:00:00,4.4060,4.4780,4.5680,4.5280
2025/02/07 00:00:00,4.3950,4.4670,4.5570,4.5170
2025/02/08 00:00:00,4.3920,4.4640,4.5540,4.5140
2025/02/10 00:00:00,4.3930,4.4650,4.5550,4.5150
2025/02/11 00:00:00,4.3960,4.4680,4.5580,4.5180
2025/02/12 00:00:00,4.3950,4.4670,4.5570,4.5170
2025/02/13 00:00:00,4.4000,4.4720,4.5620,4.5220
2025/02/14 00:00:00,4.4110,4.4830,4.5730,4.5330
2025/02/17 00:00:00,4.4100,4.4820,4.5720,4.5320
2025/02/18 00:00:00,4.4010,4.4730,4.5630,4.5230
2025/02/19 00:00:00,4.3960,4.4680,4.5580,4.5180
2025/02/20 00:00:00,4.4140,4.4860,4.5760,4.5360
2025/02/21 00:00:00,4.4210,4.4930,4.5830,4.5430
2025/02/24 00:00:00,4.4170,4.4890,4.5790,4.5390
2025/02/25 00:00:00,4.4160,4.4880,4.5780,4.5380
2025/02/26 00:00:00,4.4200,4.4920,4.5820,4.5420
2025/02/27 00:00:00,4.4150,4.4870,4.5770,4.5370
2025/03/03 00:00:00,4.4110,4.4830,4.5730,4.5330
2025/03/04 00:00:00,4.4180,4.4900,4.5800,4.5400
2025/03/05 00:00:00,4.4240,4.4960,4.5860,4.5460
2025/03/06 00:00:00,4.4380,4.5100,4.6000,4.5600
2025/03/07 00:00:00,4.4350,4.5070,4.5970,4.5570
2025/03/10 00:00:00,4.4320,4.5040,4.5940,4.5540
2025/03/11 00:00:00,4.4500,4.5220,4.6120,4.5720
2025/03/12 00:00:00,4.4510,4.5230,4.6130,4.5730
2025/03/13 00:00:00,4.4540,4.5260,4.6160,4.5760
2025/03/14 00:00:00,4.4570,4.5290,4.6190,4.5790
2025/03/17 00:00:00,4.4610,4.5330,4.6230,4.5830
2025/03/18 00:00:00,4.4690,4.5410,4.6310,4.5910
2025/03/19 00:00:00,4.4670,4.5390,4.6290,4.5890
2025/03/20 00:00:00,4.4610,4.5330,4.6230,4.5830
2025/03/21 00:00:00,4.4530,4.5250,4.6150,4.5750
2025/03/24 00:00:00,4.4550,4.5270,4.6170,4.5770
2025/03/25 00:00:00,4.4530,4.5250,4.6150,4.5750
2025/03/26 00:00:00,4.4530,4.5250,4.6150,4.5750
2025/03/27 00:00:00,4.4550,4.5270,4.6170,4.5770
2025/03/28 00:00:00,4.4550,4.5270,4.6170,4.5770
2025/03/31 00:00:00,4.4760,4.5480,4.6380,4.5980
2025/04/01 00:00:00,4.4630,4.5350,4.6250,4.5850
2025/04/02 00:00:00,4.4480,4.5200,4.6100,4.5700
2025/04/04 00:00:00,4.5290,4.5185,4.5890,4.5696
2025/04/07 00:00:00,4.5010,4.4985,4.5510,4.5505
2025/04/08 00:00:00,4.4690,4.4675,4.5190,4.5186
2025/04/09 00:00:00,4.4550,4.4530,4.5050,4.5042
2025/04/10 00:00:00,4.4470,4.4457,4.4970,4.4966
2025/04/11 00:00:00,4.4530,4.4519,4.5030,4.5029
2025/04/14 00:00:00,4.4220,4.4216,4.4720,4.4724
2025/04/15 00:00:00,4.4130,4.4127,4.4630,4.4633
2025/04/16 00:00:00,4.4110,4.4103,4.4610,4.4611
2025/04/17 00:00:00,4.4240,4.4239,4.4740,4.4745
2025/04/18 00:00:00,4.4400,4.4396,4.4900,4.4907
2025/04/21 00:00:00,4.4350,4.4350,4.4850,4.4854
2025/04/22 00:00:00,4.4190,4.4183,4.4690,4.4691
2025/04/23 00:00:00,4.4270,4.4262,4.4770,4.4772
2025/04/24 00:00:00,4.4300,4.4294,4.4800,4.4802
2025/04/25 00:00:00,4.4310,4.4300,4.4810,4.4814
2025/04/28 00:00:00,4.4260,4.4254,4.4760,4.4762
2025/04/29 00:00:00,4.4140,4.4129,4.4640,4.4639
2025/04/30 00:00:00,4.3860,4.3854,4.4360,4.4365
2025/05/01 00:00:00,4.3640,4.3774,4.4240,4.4285
2025/05/02 00:00:00,4.2770,4.2757,4.3270,4.3275
2025/05/05 00:00:00,4.1300,4.1278,4.1800,4.1804
2025/05/06 00:00:00,4.1570,4.1561,4.2070,4.2073
2025/05/07 00:00:00,4.1610,4.1606,4.2110,4.2115
2025/05/08 00:00:00,4.1560,4.1553,4.2060,4.2064
2025/05/09 00:00:00,4.1570,4.1563,4.2070,4.2074
2025/05/12 00:00:00,4.1640,4.1633,4.2140,4.2141
2025/05/13 00:00:00,4.2030,4.2025,4.2530,4.2531
2025/05/14 00:00:00,4.1750,4.1743,4.2250,4.2253
2025/05/15 00:00:00,4.1580,4.1575,4.2080,4.2081
2025/05/16 00:00:00,4.1620,4.1609,4.2120,4.2127
2025/05/19 00:00:00,4.1610,4.1602,4.2110,4.2113
2025/05/20 00:00:00,4.1560,4.1553,4.2060,4.2063
2025/05/21 00:00:00,4.1580,4.1571,4.2080,4.2083
2025/05/22 00:00:00,4.1420,4.1414,4.1920,4.1922
2025/05/23 00:00:00,4.1430,4.1423,4.1930,4.1932
2025/05/26 00:00:00,4.1430,4.1422,4.1930,4.1933
2025/05/27 00:00:00,4.1320,4.1314,4.1820,4.1821
2025/05/28 00:00:00,4.1340,4.1336,4.1840,4.1843
2025/05/29 00:00:00,4.1400,4.1396,4.1900,4.1902
2025/05/30 00:00:00,4.1310,4.1336,4.1910,4.1842
2025/06/02 00:00:00,4.1320,4.1308,4.1820,4.1822
2025/06/03 00:00:00,4.1420,4.1412,4.1920,4.1921
2025/06/04 00:00:00,4.1440,4.1435,4.1940,4.1941
2025/06/05 00:00:00,4.1400,4.1390,4.1900,4.1903
2025/06/06 00:00:00,4.1380,4.1372,4.1880,4.1882
2025/06/09 00:00:00,4.1430,4.1424,4.1930,4.1934
2025/06/10 00:00:00,4.1360,4.1355,4.1860,4.1859
2025/06/11 00:00:00,4.1350,4.1347,4.1850,4.1852
2025/06/12 00:00:00,4.1110,4.1102,4.1610,4.1613
2025/06/13 00:00:00,4.0940,4.0932,4.1440,4.1446
2025/06/13 12:42:30,4.0980,4.1002,4.1580,4.1516
2025/06/13 12:45:51,4.0960,4.1002,4.1560,4.1516
2025/06/13 12:46:18,4.0960,4.1002,4.1560,4.1516
2025/06/13 12:46:32,4.0960,4.1002,4.1560,4.1516
2025/06/13 12:47:42,4.0960,4.1002,4.1560,4.1516
2025/06/13 12:48:31,4.0960,4.1002,4.1560,4.1516
2025/06/13 12:48:58,4.0960,4.1002,4.1560,4.1516
2025/06/13 12:49:39,4.0960,4.1002,4.1560,4.1516
2025/06/13 12:50:20,4.0960,4.1002,4.1560,4.1516
2025/06/13 12:52:22,4.0960,4.1002,4.1560,4.1516
2025/06/13 12:53:38,4.0960,4.1002,4.1560,4.1516
2025/06/13 12:59:19,4.0960,4.1002,4.1560,4.1516
2025/06/13 13:00:05,4.0960,4.1002,4.1560,4.1516
2025/06/16 08:00:10,4.0960,4.0953,4.1460,4.1464
2025/06/16 13:00:06,4.0800,4.0823,4.1400,4.1334
2025/06/17 08:00:13,4.0830,4.0823,4.1330,4.1334
2025/06/17 13:00:08,4.0780,4.0813,4.1380,4.1324
2025/06/18 08:00:10,4.0830,4.0827,4.1330,4.1332
2025/06/18 13:00:11,4.0790,4.0817,4.1390,4.1322
2025/06/19 08:00:10,4.0880,4.0874,4.1380,4.1381
2025/06/19 13:00:22,4.0920,4.0904,4.1520,4.1411
2025/06/20 08:00:11,4.0860,4.0852,4.1360,4.1363
2025/06/20 13:00:09,4.0820,4.0822,4.1420,4.1333
2025/06/23 08:00:12,4.1030,4.1021,4.1530,4.1533
2025/06/23 13:00:10,4.1060,4.1111,4.1660,4.1623
2025/06/24 08:00:10,4.0910,4.0900,4.1410,4.1415
2025/06/24 13:00:11,4.0870,4.0880,4.1470,4.1395
2025/06/25 08:00:10,4.0840,4.0830,4.1340,4.1342
2025/06/25 13:00:08,4.0680,4.0700,4.1280,4.1212
2025/06/26 08:00:09,4.0500,4.0493,4.1000,4.1000
2025/06/26 13:00:08,4.0360,4.0413,4.0960,4.0920
2025/06/27 08:00:10,4.0180,4.0175,4.0680,4.0684
2025/06/27 13:00:06,4.0370,4.0425,4.0970,4.0934
2025/06/30 08:00:09,4.0500,4.0495,4.1000,4.1004
2025/06/30 13:00:12,4.0610,4.0650,4.1210,4.1167
2025/07/01 08:00:10,4.0530,4.0524,4.1030,4.1032
2025/07/01 13:00:07,4.0440,4.0464,4.1040,4.0972
2025/07/02 08:00:10,4.0310,4.0302,4.0810,4.0815
2025/07/02 13:00:09,4.0190,4.0212,4.0790,4.0725
2025/07/03 08:00:13,4.0070,4.0065,4.0570,4.0572
2025/07/03 13:00:12,3.9970,3.9985,4.0570,4.0492
2025/07/04 08:00:10,4.0030,4.0022,4.0530,4.0533
2025/07/04 13:00:10,4.0090,4.0122,4.0690,4.0633
2025/07/07 08:00:11,4.0210,4.0202,4.0710,4.0714
2025/07/07 13:00:07,4.0180,4.0202,4.0780,4.0714
2025/07/08 08:00:10,4.0220,4.0214,4.0720,4.0723
2025/07/08 13:00:08,4.0210,4.0264,4.0810,4.0773
2025/07/09 08:00:11,4.0250,4.0246,4.0750,4.0752
2025/07/09 13:00:08,4.0290,4.0306,4.0890,4.0812
2025/07/10 08:00:10,4.0440,4.0436,4.0940,4.0942
2025/07/10 13:00:08,4.0450,4.0466,4.1050,4.0971
2025/07/11 08:00:10,4.0520,4.0514,4.1020,4.1023
2025/07/11 13:00:09,4.0460,4.0464,4.1060,4.0973
2025/07/14 08:00:11,4.0490,4.0482,4.0990,4.0993
2025/07/14 13:00:08,4.0580,4.0592,4.1180,4.1103
2025/07/15 08:00:10,4.0620,4.0612,4.1120,4.1122
2025/07/15 13:00:08,4.0530,4.0532,4.1130,4.1042
2025/07/16 08:00:11,4.0630,4.0621,4.1130,4.1132
2025/07/16 13:00:08,4.0680,4.0691,4.1280,4.1202
2025/07/17 08:00:09,4.0720,4.0714,4.1220,4.1219
2025/07/17 13:00:07,4.0650,4.0674,4.1250,4.1179
2025/07/18 08:00:11,4.0670,4.0661,4.1170,4.1172
2025/07/18 13:00:10,4.0650,4.0671,4.1250,4.1182
2025/07/21 08:00:11,4.0710,4.0704,4.1210,4.1211
2025/07/21 13:00:09,4.0700,4.0724,4.1300,4.1231
2025/07/22 08:00:10,4.0710,4.0704,4.1210,4.1213
2025/07/22 13:00:08,4.0730,4.0754,4.1330,4.1263
2025/07/23 08:00:10,4.0690,4.0681,4.1190,4.1193
2025/07/23 13:00:10,4.0710,4.0721,4.1310,4.1233
2025/07/24 08:00:09,4.0740,4.0732,4.1240,4.1243
2025/07/24 13:00:09,4.0810,4.0852,4.1410,4.1363
2025/07/25 08:00:09,4.0820,4.0813,4.1320,4.1322
2025/07/25 13:00:12,4.0760,4.0803,4.1360,4.1312
2025/07/28 08:00:10,4.0880,4.0875,4.1380,4.1383
2025/07/28 13:00:10,4.0860,4.0875,4.1460,4.1383
2025/07/29 08:00:11,4.1050,4.1045,4.1550,4.1555
2025/07/29 13:00:09,4.1080,4.1115,4.1680,4.1625
2025/07/30 08:00:22,4.1130,4.1121,4.1630,4.1632
2025/07/30 13:00:19,4.1050,4.1091,4.1650,4.1602
2025/07/31 08:00:21,4.1330,4.1322,4.1830,4.1835
2025/07/31 13:00:21,4.1140,4.1222,4.1740,4.1735
2025/08/01 08:00:19,4.1310,4.1303,4.1810,4.1813
2025/08/01 13:00:19,4.1280,4.1323,4.1880,4.1833
2025/08/04 08:00:20,4.1370,4.1362,4.1870,4.1874
2025/08/04 12:00:17,4.1360,4.1382,4.1960,4.1894
2025/08/04 16:00:18,4.1360,4.1382,4.1960,4.1894
2025/08/04 20:00:19,4.1330,4.1382,4.1930,4.1894
2025/08/05 00:00:17,4.1330,4.1382,4.1930,4.1894
2025/08/05 04:00:21,4.1430,4.1422,4.1930,4.1934
2025/08/05 08:00:18,4.1390,4.1382,4.1890,4.1891
2025/08/05 12:00:19,4.1330,4.1342,4.1930,4.1851
2025/08/05 16:00:18,4.1330,4.1342,4.1930,4.1851
2025/08/05 20:00:19,4.1350,4.1342,4.1950,4.1851
2025/08/06 00:00:17,4.1330,4.1342,4.1930,4.1851
2025/08/06 04:00:07,4.1370,4.1362,4.1870,4.1871
2025/08/06 08:00:08,4.1380,4.1374,4.1880,4.1882
2025/08/06 08:00:09,4.1380,4.1374,4.1880,4.1882
2025/08/06 12:00:07,4.1390,4.1414,4.1990,4.1922
2025/08/06 12:13:44,4.0720,4.1390,4.2340,4.1990
2025/08/06 12:29:42,4.0740,4.1410,4.2360,4.2010
2025/08/06 13:53:23,4.0740,4.1410,4.2360,4.2010
2025/08/07 00:00:02,4.0770,4.1440,4.2390,4.2040
2025/08/08 00:00:03,4.0530,4.1200,4.2150,4.1800
2025/08/09 00:00:04,4.0550,4.1220,4.2170,4.1820
2025/08/10 00:00:04,4.0550,4.1220,4.2170,4.1820
2025/08/11 00:00:04,4.0560,4.1230,4.2180,4.1830
2025/08/12 00:00:03,4.0620,4.1290,4.2240,4.1890
2025/08/13 00:00:03,4.0820,4.1490,4.2440,4.2090
2025/08/13 19:00:11,4.0760,4.1430,4.2380,4.2030
2025/08/13 20:00:05,4.0760,4.1430,4.2380,4.2030
2025/08/13 22:00:09,4.0740,4.1410,4.2360,4.2010
2025/08/14 00:00:02,4.0760,4.1430,4.2380,4.2030
2025/08/14 02:00:02,4.0760,4.1430,4.2380,4.2030
2025/08/14 04:00:02,4.0740,4.1460,4.2360,4.1960
2025/08/14 06:00:02,4.0750,4.1470,4.2370,4.1970
2025/08/14 08:00:05,4.0750,4.1470,4.2370,4.1970
2025/08/14 10:00:05,4.0790,4.1510,4.2410,4.2010
2025/08/14 12:00:07,4.0810,4.1480,4.2430,4.2080
2025/08/14 14:00:05,4.0810,4.1480,4.2430,4.2080
2025/08/14 16:00:06,4.0810,4.1480,4.2430,4.2080
2025/08/14 18:00:07,4.0770,4.1440,4.2390,4.2040
2025/08/14 20:00:07,4.0770,4.1440,4.2390,4.2040
2025/08/14 22:00:07,4.0770,4.1440,4.2390,4.2040
2025/08/15 00:00:03,4.0780,4.1450,4.2400,4.2050
2025/08/15 02:00:03,4.0780,4.1450,4.2400,4.2050
2025/08/15 04:00:03,4.0860,4.1580,4.2480,4.2080
2025/08/15 06:00:02,4.0830,4.1550,4.2450,4.2050
2025/08/15 08:00:02,4.0830,4.1550,4.2450,4.2050
2025/08/15 10:00:05,4.0760,4.1480,4.2380,4.1980
2025/08/15 12:00:07,4.0800,4.1470,4.2420,4.2070
2025/08/15 14:00:05,4.0800,4.1470,4.2420,4.2070
2025/08/15 16:00:08,4.0780,4.1450,4.2400,4.2050
2025/08/15 18:00:05,4.0780,4.1450,4.2400,4.2050
2025/08/15 20:00:08,4.0780,4.1450,4.2400,4.2050
2025/08/15 22:00:05,4.0780,4.1450,4.2400,4.2050
2025/08/16 00:00:03,4.0780,4.1450,4.2400,4.2050
2025/08/16 02:00:02,4.0780,4.1450,4.2400,4.2050
2025/08/16 04:00:02,4.0780,4.1450,4.2400,4.2050
2025/08/16 06:00:02,4.0780,4.1450,4.2400,4.2050
2025/08/16 08:00:02,4.0780,4.1450,4.2400,4.2050
2025/08/16 10:00:05,4.0780,4.1450,4.2400,4.2050
2025/08/16 12:00:11,4.0780,4.1450,4.2400,4.2050
2025/08/16 14:00:04,4.0780,4.1450,4.2400,4.2050
2025/08/16 16:00:05,4.0780,4.1450,4.2400,4.2050
2025/08/16 18:00:07,4.0780,4.1450,4.2400,4.2050
2025/08/16 20:00:07,4.0780,4.1450,4.2400,4.2050
2025/08/16 22:00:06,4.0780,4.1450,4.2400,4.2050
2025/08/17 00:00:03,4.0770,4.1440,4.2390,4.2040
2025/08/17 02:00:03,4.0770,4.1440,4.2390,4.2040
2025/08/17 04:00:03,4.0770,4.1440,4.2390,4.2040
2025/08/17 06:00:03,4.0770,4.1440,4.2390,4.2040
2025/08/17 08:00:02,4.0770,4.1440,4.2390,4.2040
2025/08/17 10:00:05,4.0770,4.1440,4.2390,4.2040
2025/08/17 12:00:06,4.0770,4.1440,4.2390,4.2040
2025/08/17 14:00:08,4.0770,4.1440,4.2390,4.2040
2025/08/17 16:00:06,4.0770,4.1440,4.2390,4.2040
2025/08/17 18:00:07,4.0770,4.1440,4.2390,4.2040
2025/08/17 20:00:08,4.0770,4.1440,4.2390,4.2040
2025/08/17 22:00:05,4.0770,4.1440,4.2390,4.2040
2025/08/18 00:00:03,4.0770,4.1440,4.2390,4.2040
2025/08/18 02:00:03,4.0770,4.1440,4.2390,4.2040
2025/08/18 04:00:03,4.0810,4.1530,4.2430,4.2030
2025/08/18 06:00:03,4.0830,4.1550,4.2450,4.2050
2025/08/18 08:00:05,4.0820,4.1540,4.2440,4.2040
2025/08/18 10:00:02,4.0850,4.1570,4.2470,4.2070
2025/08/18 12:00:06,4.0890,4.1560,4.2510,4.2160
2025/08/18 14:00:07,4.0890,4.1560,4.2510,4.2160
2025/08/18 16:00:07,4.0870,4.1540,4.2490,4.2140
2025/08/18 18:00:06,4.0870,4.1540,4.2490,4.2140
2025/08/18 20:00:05,4.0870,4.1540,4.2490,4.2140
2025/08/18 22:00:04,4.0870,4.1540,4.2490,4.2140
2025/08/19 00:00:03,4.0850,4.1520,4.2470,4.2120
2025/08/19 02:00:02,4.0850,4.1520,4.2470,4.2120
2025/08/19 04:00:02,4.0850,4.1570,4.2470,4.2070
2025/08/19 06:00:05,4.0910,4.1630,4.2530,4.2130
2025/08/19 08:00:03,4.0910,4.1630,4.2530,4.2130
2025/08/19 10:00:02,4.0940,4.1660,4.2560,4.2160
2025/08/19 12:00:05,4.0950,4.1620,4.2570,4.2220
2025/08/19 14:00:06,4.0960,4.1630,4.2580,4.2230
2025/08/19 16:00:09,4.0960,4.1630,4.2580,4.2230
2025/08/19 18:00:07,4.0940,4.1610,4.2560,4.2210
2025/08/19 20:00:06,4.0940,4.1610,4.2560,4.2210
2025/08/19 22:00:06,4.0940,4.1610,4.2560,4.2210
2025/08/20 00:00:03,4.0940,4.1610,4.2560,4.2210
2025/08/20 02:00:02,4.0940,4.1610,4.2560,4.2210
2025/08/20 04:00:02,4.1030,4.1750,4.2650,4.2250
2025/08/20 06:00:05,4.1110,4.1830,4.2730,4.2330
2025/08/20 08:00:02,4.1120,4.1840,4.2740,4.2340
2025/08/20 10:00:03,4.1210,4.1930,4.2830,4.2430
2025/08/20 12:00:06,4.1230,4.1900,4.2850,4.2500
2025/08/20 14:00:08,4.1230,4.1900,4.2850,4.2500
2025/08/20 16:00:09,4.1230,4.1900,4.2850,4.2500
2025/08/20 18:00:06,4.1230,4.1900,4.2850,4.2500
2025/08/20 20:00:05,4.1230,4.1900,4.2850,4.2500
2025/08/20 22:00:05,4.1230,4.1900,4.2850,4.2500
2025/08/21 00:00:03,4.1240,4.1910,4.2860,4.2510
2025/08/21 02:00:06,4.1240,4.1910,4.2860,4.2510
2025/08/21 04:00:06,4.1380,4.2100,4.3000,4.2600
2025/08/21 06:00:04,4.1510,4.2230,4.3130,4.2730
2025/08/21 08:00:03,4.1500,4.2220,4.3120,4.2720
2025/08/21 10:00:03,4.1490,4.2210,4.3110,4.2710
2025/08/21 12:00:08,4.1510,4.2180,4.3130,4.2780
